time,x,y,distance,velocity
302.3,9.71593,2.01033,0.0398662,0.398662
302.4,9.94315,2.00873,0.227233,2.27233
302.5,10.149,2.07864,0.217361,2.17361
302.6,10.2665,2.01295,0.134613,1.34613
302.7,10.3251,1.95854,0.0800271,0.800271
302.8,10.3154,1.91511,0.0445164,0.445164
302.9,10.2968,1.8631,0.0552282,0.552282
303,10.3546,1.84324,0.0610616,0.610616
303.1,10.3766,1.84492,0.022129,0.22129
303.2,10.3918,1.85343,0.0173802,0.173802
303.3,10.4096,1.84906,0.0183994,0.183994
303.4,10.4328,1.85299,0.0234528,0.234528
303.5,10.4379,1.84653,0.00824743,0.0824743
303.6,10.4533,1.86553,0.0244922,0.244922
303.7,10.4506,1.97782,0.112324,1.12324
303.8,10.4091,2.02649,0.0639385,0.639385
303.9,10.4212,2.0041,0.0254365,0.254365
304,10.4341,1.93191,0.0733419,0.733419
304.1,10.37,1.98743,0.0847684,0.847684
304.2,10.3159,2.05254,0.0846606,0.846606
304.3,10.3173,1.97181,0.0807444,0.807444
304.4,10.2671,1.94714,0.0558959,0.558959
304.5,10.2686,1.90893,0.0382288,0.382288
304.6,10.2829,1.88323,0.0294132,0.294132
304.7,10.2844,1.83728,0.0459799,0.459799
304.8,10.2838,1.81195,0.0253341,0.253341
304.9,10.3642,1.86664,0.097204,0.97204
305,10.3779,1.94864,0.0831389,0.831389
305.1,10.2569,2.03637,0.149425,1.49425
305.2,10.2206,2.14404,0.113639,1.13639
305.3,9.96261,2.26734,0.285915,2.85915
305.4,9.59121,2.5711,0.4798,4.798
305.5,9.42752,3.32558,0.772032,7.72032
305.6,9.30195,3.7498,0.442417,4.42417
305.7,9.14263,3.86648,0.197476,1.97476
305.8,9.12646,3.83052,0.0394245,0.394245
305.9,9.05911,3.78869,0.0792825,0.792825
306,8.70182,3.54798,0.430813,4.30813
306.1,8.12613,3.19297,0.676353,6.76353
306.2,7.58756,2.8977,0.614194,6.14194
306.3,6.81309,2.84144,0.77651,7.7651
306.4,6.04015,2.53453,0.83165,8.3165
306.5,4.86521,2.61921,1.17798,11.7798
306.6,3.79022,2.48305,1.08358,10.8358
306.7,2.74532,2.50025,1.04505,10.4505
306.8,1.97077,2.75404,0.815069,8.15069
306.9,1.55408,2.81037,0.420476,4.20476
307,1.35752,2.81305,0.196576,1.96576
307.1,0.970434,2.98542,0.423731,4.23731
307.2,0.836584,3.27236,0.316623,3.16623
307.3,0.654371,3.35122,0.198546,1.98546
307.4,0.766296,3.15388,0.226869,2.26869
307.5,0.742514,3.24765,0.0967434,0.967434
307.6,0.658367,3.47634,0.243674,2.43674
307.7,0.521956,3.85918,0.406415,4.06415
307.8,0.434245,4.29313,0.442731,4.42731
307.9,0.372672,4.27739,0.0635526,0.635526
308,0.390427,4.23419,0.0467079,0.467079
308.1,0.388159,4.22258,0.0118271,0.118271
308.2,0.377057,4.25565,0.0348769,0.348769
308.3,0.384346,4.22694,0.0296177,0.296177
308.4,0.462423,4.00409,0.236136,2.36136
308.5,0.656774,3.23704,0.791285,7.91285
308.6,0.666134,3.15008,0.087463,0.87463
308.7,0.642445,3.03842,0.114142,1.14142
308.8,0.64703,3.01699,0.0219196,0.219196
308.9,0.670707,3.1748,0.15958,1.5958
309,0.627556,3.11978,0.0699234,0.699234
309.1,0.629987,3.13618,0.0165822,0.165822
309.2,0.621576,3.14667,0.0134418,0.134418
309.3,0.606563,3.20091,0.0562837,0.562837
309.4,0.640242,3.21828,0.0378938,0.378938
309.5,0.64053,3.22183,0.00356545,0.0356545
309.6,0.634098,3.20974,0.0137014,0.137014
309.7,0.617894,3.20417,0.0171331,0.171331
309.8,0.617693,3.23854,0.0343751,0.343751
309.9,0.626067,3.19918,0.0402408,0.402408
310,0.660202,3.20672,0.0349567,0.349567
310.1,0.633372,3.24117,0.0436675,0.436675
310.2,0.644993,3.19418,0.0484087,0.484087
310.3,0.66149,3.18733,0.0178611,0.178611
310.4,0.653967,3.21166,0.0254651,0.254651
310.5,0.650886,3.17341,0.0383799,0.383799
310.6,0.657605,3.18214,0.0110231,0.110231
310.7,0.648862,3.17666,0.0103196,0.103196
310.8,0.652917,3.19456,0.0183505,0.183505
310.9,0.655695,3.20472,0.0105362,0.105362
311,0.657691,3.17079,0.0339932,0.339932
311.1,0.664735,3.14902,0.0228747,0.228747
311.2,0.643878,3.17536,0.033593,0.33593
311.3,0.647365,3.14395,0.0315971,0.315971
311.4,0.639723,3.12465,0.0207622,0.207622
311.5,0.620428,3.08686,0.0424287,0.424287
311.6,0.601705,3.02497,0.0646606,0.646606
311.7,0.618324,2.97778,0.0500365,0.500365
311.8,0.596142,2.94208,0.0420241,0.420241
311.9,0.605089,2.91155,0.0318138,0.318138
312,0.578874,2.89531,0.0308385,0.308385
312.1,0.570106,2.86547,0.0311027,0.311027
312.2,0.553524,2.89388,0.032898,0.32898
312.3,0.566034,2.89848,0.013328,0.13328
312.4,0.566358,2.84345,0.055035,0.55035
312.5,0.576749,2.88951,0.0472196,0.472196
312.6,0.574686,2.83564,0.0539106,0.539106
312.7,0.559226,2.86879,0.0365808,0.365808
312.8,0.570374,2.9553,0.0872195,0.872195
312.9,0.602099,2.91003,0.0552756,0.552756
313,0.576572,2.94325,0.0418916,0.418916
313.1,0.57531,2.99759,0.0543537,0.543537
313.2,0.606929,2.94505,0.0613123,0.613123
313.3,0.585763,2.9936,0.0529583,0.529583
313.4,0.576069,2.96073,0.0342686,0.342686
313.5,0.595445,2.97605,0.0247028,0.247028
313.6,0.580276,2.93612,0.0427192,0.427192
313.7,0.617699,2.95706,0.0428832,0.428832
313.8,0.602744,2.95597,0.0149948,0.149948
313.9,0.593579,3.00096,0.0459164,0.459164
314,0.593781,2.98943,0.0115324,0.115324
314.1,0.569038,2.9646,0.0350564,0.350564
314.2,0.578343,3.02282,0.0589606,0.589606
314.3,0.598624,3.01207,0.0229536,0.229536
314.4,0.592062,2.9836,0.0292143,0.292143
314.5,0.594532,3.01416,0.0306621,0.306621
314.6,0.588163,2.97193,0.0427094,0.427094
314.7,0.59539,2.99844,0.0274796,0.274796
314.8,0.584911,2.96041,0.0394556,0.394556
314.9,0.592619,2.98908,0.0296905,0.296905
315,0.607925,3.01991,0.0344207,0.344207
315.1,0.614554,2.98713,0.0334376,0.334376
315.2,0.59566,2.95829,0.0344779,0.344779
315.3,0.598849,2.99348,0.03533,0.3533
315.4,0.602205,3.01884,0.0255802,0.255802
315.5,0.609033,3.03626,0.0187085,0.187085
315.6,0.594004,3.00391,0.0356652,0.356652
315.7,0.578869,2.96166,0.0448824,0.448824
315.8,0.60864,2.97849,0.0341961,0.341961
315.9,0.617223,2.99077,0.014983,0.14983
316,0.651282,2.86065,0.134496,1.34496
316.1,0.665544,2.78196,0.0799799,0.799799
316.2,0.649787,2.88693,0.106153,1.06153
316.3,0.65874,3.06391,0.177205,1.77205
316.4,0.768448,3.23222,0.200911,2.00911
316.5,0.831515,3.38375,0.164129,1.64129
316.6,0.854767,3.47345,0.0926608,0.926608
316.7,0.982132,3.69515,0.255682,2.55682
316.8,0.990428,3.62374,0.0718886,0.718886
316.9,1.00927,3.45246,0.172311,1.72311
317,1.06059,3.24174,0.216887,2.16887
317.1,0.981742,2.90935,0.341612,3.41612
317.2,1.10493,2.9676,0.136268,1.36268
317.3,1.1054,2.89554,0.0720568,0.720568
317.4,1.08679,2.78187,0.115189,1.15189
317.5,1.01669,2.67317,0.12934,1.2934
317.6,1.01897,2.71337,0.0402654,0.402654
317.7,0.999585,2.73963,0.0326383,0.326383
317.8,0.969036,2.7151,0.0391792,0.391792
317.9,0.897982,2.68598,0.0767907,0.767907
318,0.955323,2.73859,0.0778183,0.778183
318.1,1.00391,2.72786,0.0497544,0.497544
318.2,1.02813,2.74604,0.0302863,0.302863
318.3,0.959316,2.65968,0.110422,1.10422
318.4,1.03424,2.76077,0.125824,1.25824
318.5,0.914476,2.58313,0.214241,2.14241
318.6,0.967049,2.70325,0.131125,1.31125
318.7,0.908868,2.62266,0.0994011,0.994011
318.8,0.93102,2.6581,0.0417959,0.417959
318.9,0.932471,2.65546,0.00301621,0.0301621
319,0.934281,2.65802,0.00313819,0.0313819
319.1,0.93312,2.65807,0.00116178,0.0116178
319.2,0.931043,2.66231,0.00471824,0.0471824
319.3,1.05835,2.73181,0.145039,1.45039
319.4,1.3077,2.75669,0.250593,2.50593
319.5,1.54707,2.78669,0.241244,2.41244
319.6,1.76529,2.78109,0.21829,2.1829
319.7,1.88918,2.7384,0.131035,1.31035
319.8,1.84109,2.68809,0.0695959,0.695959
319.9,1.57871,2.33846,0.437139,4.37139
320,1.4954,2.12825,0.226112,2.26112
320.1,1.38113,2.11062,0.115619,1.15619
320.2,1.31003,2.14504,0.0789953,0.789953
320.3,1.33884,2.14996,0.0292276,0.292276
320.4,1.32196,2.11331,0.0403506,0.403506
320.5,1.5741,2.23915,0.281794,2.81794
320.6,1.26484,2.16942,0.317026,3.17026
320.7,1.11432,2.28921,0.192364,1.92364
320.8,1.02125,2.23455,0.107938,1.07938
320.9,1.09875,2.19671,0.0862397,0.862397
321,1.20642,2.23046,0.112835,1.12835
321.1,1.20344,2.3076,0.0771983,0.771983
321.2,1.26938,2.4047,0.117383,1.17383
321.3,1.30606,2.44018,0.0510264,0.510264
321.4,1.28733,2.3823,0.0608355,0.608355
321.5,1.31449,2.3766,0.0277489,0.277489
321.6,1.21866,2.26749,0.14522,1.4522
321.7,1.18926,2.27095,0.029606,0.29606
321.8,1.20467,2.27947,0.017609,0.17609
321.9,1.19994,2.28349,0.00620345,0.0620345
322,1.20098,2.27409,0.00946121,0.0946121
322.1,1.20509,2.28874,0.0152145,0.152145
322.2,1.19668,2.27057,0.0200177,0.200177
322.3,1.20257,2.27367,0.00665284,0.0665284
322.4,1.28948,2.31522,0.0963385,0.963385
322.5,1.52776,2.42339,0.261674,2.61674
322.6,2.0014,2.71446,0.555933,5.55933
322.7,2.24617,2.81066,0.262997,2.62997
322.8,2.21709,2.6621,0.151376,1.51376
322.9,2.2234,2.57698,0.0853539,0.853539
323,2.20787,2.52003,0.05903,0.5903
323.1,2.26449,2.66142,0.152308,1.52308
323.2,2.24777,2.68636,0.0300193,0.300193
323.3,2.21177,2.68887,0.0360933,0.360933
323.4,2.13702,2.70392,0.0762421,0.762421
323.5,1.92474,2.75772,0.218996,2.18996
323.6,1.65184,2.90749,0.311295,3.11295
323.7,1.21312,3.09721,0.477987,4.77987
323.8,0.562644,3.09576,0.650474,6.50474
323.9,0.312642,3.08658,0.25017,2.5017
324,0.278421,2.91247,0.177443,1.77443
324.1,0.181255,2.79525,0.15225,1.5225
324.2,0.0843336,2.80417,0.0973301,0.973301
324.3,-0.0299059,2.7858,0.115707,1.15707
324.4,-0.313707,2.65914,0.31078,3.1078
324.5,-0.593388,2.51032,0.316811,3.16811
324.6,-0.869306,2.5036,0.276,2.76
324.7,-0.916636,2.56426,0.0769394,0.769394
324.8,-0.962552,2.56303,0.0459327,0.459327
324.9,-0.925937,2.57398,0.0382184,0.382184
325,-0.916738,2.59259,0.0207612,0.207612
325.1,-0.793618,2.62875,0.128318,1.28318
325.2,-0.722913,2.67259,0.0831938,0.831938
325.3,-0.746548,2.78358,0.113484,1.13484
325.4,-0.650589,2.83851,0.11057,1.1057
325.5,-0.572044,2.81069,0.0833282,0.833282
325.6,-0.553604,2.79009,0.0276455,0.276455
325.7,-0.593239,2.82761,0.0545764,0.545764
325.8,-0.576631,2.85026,0.0280905,0.280905
325.9,-0.570479,2.86124,0.0125859,0.125859
326,-0.569866,2.85326,0.00800256,0.0800256
326.1,-0.570523,2.85152,0.00186361,0.0186361
326.2,-0.570869,2.85683,0.00532559,0.0532559
326.3,-0.572339,2.85993,0.00342704,0.0342704
326.4,-0.570791,2.85654,0.00373124,0.0373124
326.5,-0.568128,2.86222,0.00628199,0.0628199
326.6,-0.565548,2.86059,0.00305171,0.0305171
326.7,-0.566998,2.85919,0.00201873,0.0201873
326.8,-0.569849,2.85949,0.00286715,0.0286715
326.9,-0.567041,2.86146,0.00342954,0.0342954
327,-0.566763,2.85628,0.00519046,0.0519046
327.1,-0.572031,2.84783,0.00995127,0.0995127
327.2,-0.581102,2.83797,0.0133999,0.133999
327.3,-0.567241,2.81216,0.0293012,0.293012
327.4,-0.602165,2.73188,0.0875435,0.875435
327.5,-0.856881,2.58299,0.295038,2.95038
327.6,-1.24764,2.47504,0.4054,4.054
327.7,-1.75917,2.39838,0.517244,5.17244
327.8,-2.50165,2.291,0.750203,7.50203
327.9,-3.17662,2.34936,0.677488,6.77488
328,-3.51287,2.44956,0.350863,3.50863
328.1,-3.63961,2.51938,0.144694,1.44694
328.2,-3.66175,2.7985,0.279996,2.79996
328.3,-3.67491,2.98144,0.18341,1.8341
328.4,-3.55619,3.07371,0.150368,1.50368
328.5,-3.52699,3.03412,0.0491918,0.491918
328.6,-3.45814,2.96495,0.09759,0.9759
328.7,-3.32339,2.86203,0.16956,1.6956
328.8,-3.49814,2.90443,0.179814,1.79814
328.9,-3.55001,2.9252,0.0558807,0.558807
329,-3.9649,2.98365,0.418981,4.18981
329.1,-4.54957,3.1398,0.605168,6.05168
329.2,-5.23892,3.14585,0.689376,6.89376
329.3,-5.93914,3.29522,0.715973,7.15973
329.4,-6.77095,3.02708,0.873962,8.73962
329.5,-7.55854,2.59591,0.897888,8.97888
329.6,-8.08217,2.45182,0.543089,5.43089
329.7,-8.54704,2.36151,0.473561,4.73561
329.8,-9.05114,2.20812,0.526921,5.26921
329.9,-9.41179,2.13226,0.36854,3.6854
330,-9.46293,2.12225,0.0521119,0.521119
330.1,-9.66737,2.09341,0.20647,2.0647
330.2,-9.68504,2.08587,0.0192055,0.192055
330.3,-9.67187,2.08241,0.0136095,0.136095
330.4,-9.58497,2.0813,0.0869047,0.869047
330.5,-9.64294,2.06701,0.0596999,0.596999
330.6,-9.62082,2.06375,0.0223604,0.223604
330.7,-9.65732,2.05564,0.0373918,0.373918
330.8,-9.70107,2.05185,0.0439177,0.439177
330.9,-9.67469,2.04955,0.0264852,0.264852
331,-9.64614,2.05956,0.0302554,0.302554
331.1,-9.62928,2.05953,0.0168609,0.168609
331.2,-9.60883,2.06348,0.0208199,0.208199
331.3,-9.60836,2.0498,0.013684,0.13684
331.4,-9.6211,2.0419,0.0149981,0.149981
331.5,-9.58076,2.033,0.0413089,0.413089
331.6,-9.554,2.03863,0.0273523,0.273523
331.7,-9.6314,2.03789,0.0774057,0.774057
331.8,-9.84994,2.04849,0.2188,2.188
331.9,-9.97139,1.95542,0.15301,1.5301
332,-9.87524,2.00726,0.10924,1.0924
332.1,-9.86134,2.01919,0.0183109,0.183109
332.2,-9.72896,2.04526,0.13493,1.3493
332.3,-9.88571,2.01244,0.160152,1.60152
332.4,-10.1647,2.04879,0.281307,2.81307
332.5,-10.2485,2.01062,0.0920861,0.920861
332.6,-10.2925,1.99503,0.0467395,0.467395
332.7,-10.3086,2.02541,0.0343489,0.343489
332.8,-10.1808,2.02332,0.127779,1.27779
332.9,-9.84867,1.92777,0.34559,3.4559
333,-9.72388,1.93046,0.124822,1.24822
333.1,,,,
333.2,-9.81656,1.95226,,
333.3,-9.78772,1.94623,0.0294673,0.294673
333.4,-9.75425,1.95509,0.0346206,0.346206
333.5,-9.71617,1.9942,0.054587,0.54587
333.6,-9.69691,2.00934,0.0244972,0.244972
333.7,-9.70103,1.99437,0.0155265,0.155265
333.8,-9.70045,2.00522,0.0108678,0.108678
333.9,-9.68483,2.01655,0.0192946,0.192946
334,-9.63903,2.01815,0.0458312,0.458312
334.1,-9.64417,2.00388,0.0151683,0.151683
334.2,-9.76022,2.05296,0.126003,1.26003
334.3,-9.68097,2.12615,0.107874,1.07874
334.4,-9.34111,2.29951,0.381525,3.81525
334.5,-9.08208,2.54744,0.358565,3.58565
334.6,-8.94046,3.11349,0.583491,5.83491
334.7,-8.99344,3.48983,0.380054,3.80054
334.8,-8.97373,3.48412,0.0205132,0.205132
334.9,-9.02357,3.39236,0.104423,1.04423
335,-9.00476,3.41601,0.0302132,0.302132
335.1,-9.01877,3.58316,0.167736,1.67736
335.2,-9.15765,3.52421,0.150877,1.50877
335.3,-9.25653,3.34761,0.202397,2.02397
335.4,-9.28023,3.35834,0.0260098,0.260098
335.5,-9.27283,3.42377,0.0658454,0.658454
335.6,-9.28506,3.43557,0.0169993,0.169993
335.7,-9.2414,3.44677,0.0450829,0.450829
335.8,-9.27476,3.4164,0.0451228,0.451228
335.9,-9.278,3.43334,0.0172479,0.172479
336,-9.27416,3.4321,0.00403822,0.0403822
336.1,-9.17455,3.65841,0.247261,2.47261
336.2,-9.19263,3.58844,0.0722648,0.722648
336.3,-9.27494,3.44032,0.169453,1.69453
336.4,-9.47364,3.25885,0.269102,2.69102
336.5,-9.76469,2.93069,0.438631,4.38631
336.6,-9.79575,2.82831,0.106986,1.06986
336.7,-9.82203,2.83253,0.0266139,0.266139
336.8,-9.84081,2.91255,0.0821958,0.821958
336.9,-9.91422,2.89045,0.0766665,0.766665
337,-9.75256,2.94968,0.172178,1.72178
337.1,-9.58833,3.05976,0.197707,1.97707
337.2,-9.60005,3.06213,0.0119624,0.119624
337.3,-9.66549,3.33685,0.282407,2.82407
337.4,-9.61468,3.47158,0.14399,1.4399
337.5,-9.53723,3.42677,0.0894781,0.894781
337.6,-9.56598,3.39771,0.0408723,0.408723
337.7,-9.51472,3.51635,0.129238,1.29238
337.8,-9.49716,3.64412,0.12897,1.2897
337.9,-9.50656,3.6523,0.0124666,0.124666
338,-9.49853,3.6474,0.00940548,0.0940548
338.1,-9.49917,3.6779,0.0305057,0.305057
338.2,-9.17294,4.03812,0.485992,4.85992
338.3,-9.09312,4.21525,0.19428,1.9428
338.4,-9.16905,4.17222,0.0872726,0.872726
338.5,-9.33733,4.10805,0.180101,1.80101
338.6,-9.43688,4.09518,0.10038,1.0038
338.7,-9.58368,4.22134,0.193561,1.93561
338.8,-9.77772,4.18003,0.198384,1.98384
338.9,-9.75971,4.25175,0.0739535,0.739535
339,-10.0006,4.48107,0.33257,3.3257
339.1,-10.1568,4.54721,0.169609,1.69609
339.2,-10.1711,4.53772,0.0171825,0.171825
339.3,-10.1629,4.58819,0.0511303,0.511303
339.4,-10.2206,4.7248,0.148278,1.48278
339.5,-10.2895,4.77905,0.0877422,0.877422
339.6,-10.5677,5.05126,0.389198,3.89198
339.7,-10.6251,5.04528,0.0577509,0.577509
339.8,-10.6179,5.04334,0.00746355,0.0746355
339.9,-10.6516,5.09301,0.0599892,0.599892
340,-10.8575,5.19129,0.228207,2.28207
340.1,-10.7041,5.25689,0.166906,1.66906
340.2,-10.8038,5.43071,0.200423,2.00423
340.3,-10.9248,5.58537,0.196314,1.96314
340.4,-11.126,5.65333,0.212376,2.12376
340.5,-11.1303,5.63864,0.0153168,0.153168
340.6,-11.1621,5.63876,0.0317693,0.317693
340.7,-11.1155,5.55341,0.0972168,0.972168
340.8,-10.9255,5.32193,0.299503,2.99503
340.9,-10.8837,5.23587,0.0956512,0.956512
341,-11.0563,5.3371,0.20007,2.0007
341.1,-11.2918,5.39472,0.242432,2.42432
341.2,-11.3279,5.43075,0.0510131,0.510131
341.3,-11.4632,5.57717,0.199385,1.99385
341.4,-11.3657,5.61982,0.106392,1.06392
341.5,-10.9599,5.46268,0.435167,4.35167
341.6,-10.2764,5.10751,0.770299,7.70299
341.7,-9.98459,4.7643,0.45049,4.5049
341.8,-9.37473,5.03601,0.667646,6.67646
341.9,-8.88342,5.03979,0.491329,4.91329
342,-8.85377,5.10834,0.0746859,0.746859
342.1,-8.89994,5.11389,0.0465012,0.465012
342.2,-8.89722,5.09454,0.019543,0.19543
342.3,-8.85152,5.06992,0.051911,0.51911
342.4,-8.7841,5.02539,0.0807973,0.807973
342.5,-8.80593,4.99876,0.0344341,0.344341
342.6,-8.9576,4.97287,0.153868,1.53868
342.7,-8.9501,4.96883,0.00851589,0.0851589
342.8,-8.9544,4.96562,0.00536537,0.0536537
342.9,-8.95385,4.96606,0.0007018,0.007018
343,-8.95203,4.96194,0.00450395,0.0450395
343.1,-8.95274,4.96506,0.00320595,0.0320595
343.2,-8.94755,4.96238,0.00583559,0.0583559
343.3,-8.95213,4.96261,0.00458053,0.0458053
343.4,-8.99487,5.01298,0.0660583,0.660583
343.5,-9.0162,5.02532,0.0246509,0.246509
343.6,-9.05823,5.03838,0.0440113,0.440113
343.7,-9.2249,4.74938,0.333616,3.33616
343.8,-9.18497,3.8739,0.876385,8.76385
343.9,-9.17824,3.37631,0.497636,4.97636
344,-9.15594,3.15709,0.220354,2.20354
344.1,-9.1414,3.16017,0.0148665,0.148665
344.2,-9.06556,3.08147,0.109291,1.09291
344.3,-8.77923,2.89868,0.339705,3.39705
344.4,-8.55017,2.83074,0.238922,2.38922
344.5,-8.20094,2.64895,0.393711,3.93711
344.6,-7.70775,2.44634,0.533191,5.33191
344.7,-7.678,2.30323,0.146165,1.46165
344.8,-7.82303,2.33857,0.149271,1.49271
344.9,-7.97527,2.38006,0.157785,1.57785
345,-7.81615,2.41388,0.162672,1.62672
345.1,-7.39037,2.52372,0.439718,4.39718
345.2,-7.09174,2.57987,0.303866,3.03866
345.3,-6.37813,2.58451,0.713624,7.13624
345.4,-5.56073,2.61265,0.817885,8.17885
345.5,-4.55636,2.48144,1.01291,10.1291
345.6,-3.51302,2.30379,1.05835,10.5835
345.7,-2.02952,2.3314,1.48376,14.8376
345.8,-0.946111,2.1325,1.10151,11.0151
345.9,-0.659077,2.1008,0.288779,2.88779
346,-0.416393,2.14017,0.245858,2.45858
346.1,-0.516216,2.19328,0.113073,1.13073
346.2,-0.6083,2.21986,0.0958445,0.958445
346.3,-0.579987,2.26563,0.0538178,0.538178
346.4,-0.501304,2.27896,0.0798039,0.798039
346.5,-0.152471,2.35687,0.357428,3.57428
346.6,0.709422,2.5982,0.895042,8.95042
346.7,1.61159,2.73581,0.912605,9.12605
346.8,2.68616,3.07269,1.12614,11.2614
346.9,3.90114,3.45682,1.27426,12.7426
347,5.15311,3.65363,1.26735,12.6735
347.1,6.41033,3.94069,1.28957,12.8957
347.2,7.4346,4.10492,1.03735,10.3735
347.3,8.3084,4.28064,0.89129,8.9129
347.4,9.02092,4.61406,0.786678,7.86678
347.5,9.27493,4.77959,0.303181,3.03181
347.6,9.20814,4.75859,0.0700175,0.700175
347.7,9.17121,4.74114,0.0408375,0.408375
347.8,9.13923,4.74706,0.032526,0.32526
347.9,8.98362,4.6887,0.166196,1.66196
348,9.26195,4.68495,0.27836,2.7836
348.1,9.23975,4.61918,0.0694141,0.694141
348.2,9.33321,4.58216,0.100521,1.00521
348.3,9.31748,4.54021,0.0447966,0.447966
348.4,9.32607,4.5204,0.0215902,0.215902
348.5,9.27088,4.48664,0.0647028,0.647028
348.6,9.16987,4.46305,0.103727,1.03727
348.7,9.16382,4.47512,0.0135062,0.135062
348.8,9.17026,4.46857,0.0091906,0.091906
348.9,9.1931,4.4609,0.0240963,0.240963
349,9.38513,4.42963,0.194555,1.94555
349.1,9.82448,4.50421,0.445632,4.45632
349.2,9.85714,4.50361,0.0326656,0.326656
349.3,9.76233,4.50618,0.0948402,0.948402
349.4,9.8195,4.58561,0.0978658,0.978658
349.5,9.88511,4.71685,0.146723,1.46723
349.6,9.89623,4.73448,0.0208431,0.208431
349.7,9.86667,4.67796,0.0637816,0.637816
349.8,9.90834,4.71238,0.0540462,0.540462
349.9,10.0443,4.8435,0.188865,1.88865
350,10.3131,5.06811,0.350312,3.50312
350.1,10.4283,5.19313,0.169976,1.69976
350.2,10.6324,5.2577,0.214108,2.14108
350.3,10.7843,5.33743,0.171594,1.71594
350.4,10.9087,5.46516,0.178248,1.78248
350.5,10.9501,5.55575,0.0995922,0.995922
350.6,10.9379,5.51429,0.0432035,0.432035
350.7,10.8996,5.45362,0.0717284,0.717284
350.8,10.9588,5.49774,0.0738147,0.738147
350.9,10.9556,5.48284,0.0152457,0.152457
351,10.9635,5.4933,0.013147,0.13147
351.1,10.9816,5.52054,0.0326963,0.326963
351.2,11.0575,5.59669,0.107502,1.07502
351.3,11.0886,5.62303,0.0407752,0.407752
351.4,11.0169,5.48537,0.15524,1.5524
351.5,10.9798,5.45802,0.0460321,0.460321
351.6,10.9511,5.44426,0.0318408,0.318408
351.7,11.1055,5.56623,0.19672,1.9672
351.8,11.2796,5.58283,0.174868,1.74868
351.9,11.3713,5.6852,0.137469,1.37469
352,11.3068,5.60633,0.101872,1.01872
352.1,10.8784,5.36903,0.48972,4.8972
352.2,10.7375,5.13313,0.274779,2.74779
352.3,10.8322,5.23396,0.138281,1.38281
352.4,10.8801,5.29129,0.0747091,0.747091
352.5,10.9213,5.29816,0.0418524,0.418524
352.6,10.7464,5.23693,0.185329,1.85329
352.7,10.7137,5.18822,0.0586563,0.586563
352.8,10.7414,5.26769,0.0841228,0.841228
352.9,10.7837,5.26989,0.0423993,0.423993
353,10.8053,5.3237,0.0580016,0.580016
353.1,10.7482,5.39256,0.0894686,0.894686
353.2,10.7009,5.42609,0.0579907,0.579907
353.3,10.7043,5.4853,0.0593014,0.593014
353.4,10.7,5.51554,0.030542,0.30542
353.5,10.7148,5.52194,0.0161391,0.161391
353.6,10.887,5.71904,0.261764,2.61764
353.7,10.9714,5.78237,0.105467,1.05467
353.8,11.0746,5.79456,0.103931,1.03931
353.9,11.1274,5.8016,0.0532802,0.532802
354,11.1478,5.8184,0.0264493,0.264493
354.1,11.1375,5.81567,0.0106686,0.106686
354.2,11.126,5.82043,0.0124689,0.124689
354.3,11.1318,5.82578,0.00790933,0.0790933
354.4,11.1234,5.82778,0.00861894,0.0861894
354.5,11.1434,5.80295,0.0318569,0.318569
354.6,11.1079,5.84197,0.0527171,0.527171
354.7,11.0449,5.88011,0.0736894,0.736894
354.8,11.054,5.86597,0.0168314,0.168314
354.9,11.035,5.8705,0.0195406,0.195406
355,11.026,5.88529,0.017292,0.17292
355.1,11.1025,5.84029,0.0887058,0.887058
355.2,11.2749,5.84322,0.172428,1.72428
355.3,11.4408,5.91297,0.180018,1.80018
355.4,11.5281,5.96013,0.0991527,0.991527
355.5,11.5162,5.941,0.0225358,0.225358
355.6,11.4243,5.90779,0.0976307,0.976307
355.7,11.3197,5.90637,0.10464,1.0464
355.8,11.1614,5.9032,0.158349,1.58349
355.9,11.0065,5.88956,0.155462,1.55462
356,10.9176,5.84003,0.101795,1.01795
356.1,10.9227,5.80672,0.0336859,0.336859
356.2,10.9162,5.78119,0.0263296,0.263296
356.3,10.8582,5.74051,0.070838,0.70838
356.4,10.6689,5.80668,0.200613,2.00613
356.5,10.5725,5.8512,0.106159,1.06159
356.6,10.5112,5.89232,0.0737576,0.737576
356.7,10.4702,5.90729,0.0436462,0.436462
356.8,10.1352,5.91393,0.335103,3.35103
356.9,9.96669,5.9022,0.168924,1.68924
357,9.92558,5.85209,0.064818,0.64818
357.1,9.87927,5.72305,0.137097,1.37097
357.2,9.88817,5.60998,0.113419,1.13419
357.3,9.88371,5.44427,0.165773,1.65773
357.4,9.88933,4.94755,0.496753,4.96753
357.5,9.72675,3.67972,1.27821,12.7821
357.6,9.64659,3.31705,0.371423,3.71423
357.7,9.55925,3.29162,0.0909703,0.909703
357.8,9.58246,3.28489,0.0241705,0.241705
357.9,9.58349,3.28997,0.00519297,0.0519297
358,9.58559,3.29082,0.00226741,0.0226741
358.1,9.58543,3.28958,0.00125775,0.0125775
358.2,9.60014,3.45567,0.166741,1.66741
358.3,9.53474,3.66871,0.222856,2.22856
358.4,9.28914,3.68085,0.245903,2.45903
358.5,8.69504,3.25144,0.733041,7.33041
358.6,8.08999,2.82225,0.74182,7.4182
358.7,7.47446,2.67779,0.632252,6.32252
358.8,7.24934,2.72166,0.229358,2.29358
